caldt,sp500,sp500_ret
1908-12-01,9.03,0.022650056625141524
1909-01-01,9.06,0.0033222591362127574
1909-02-01,8.8,-0.028697571743929284
1909-03-01,8.92,0.013636363636363447
1909-04-01,9.32,0.04484304932735439
1909-05-01,9.63,0.03326180257510725
1909-06-01,9.8,0.017653167185877505
1909-07-01,9.94,0.014285714285714235
1909-08-01,10.18,0.024144869215291687
1909-09-01,10.19,0.0009823182711197198
1909-10-01,10.23,0.003925417075564264
1909-11-01,10.18,-0.00488758553274693
1909-12-01,10.3,0.011787819253438192
1910-01-01,10.08,-0.021359223300970953
1910-02-01,9.72,-0.0357142857142857
1910-03-01,9.96,0.024691358024691468
1910-04-01,9.72,-0.02409638554216864
1910-05-01,9.56,-0.016460905349794275
1910-06-01,9.1,-0.04811715481171552
1910-07-01,8.64,-0.05054945054945048
1910-08-01,8.85,0.024305555555555358
1910-09-01,8.91,0.006779661016949268
1910-10-01,9.32,0.04601571268237947
1910-11-01,9.31,-0.0010729613733905241
1910-12-01,9.05,-0.027926960257787292
1911-01-01,9.27,0.024309392265193353
1911-02-01,9.43,0.01725997842502691
1911-03-01,9.32,-0.01166489925768821
1911-04-01,9.28,-0.0042918454935623185
1911-05-01,9.48,0.02155172413793105
1911-06-01,9.67,0.020042194092827037
1911-07-01,9.63,-0.00413650465356763
1911-08-01,9.17,-0.047767393561786164
1911-09-01,8.67,-0.05452562704471098
1911-10-01,8.72,0.005767012687428075
1911-11-01,9.07,0.04013761467889898
1911-12-01,9.11,0.004410143329658167
1912-01-01,9.12,0.001097694840834329
1912-02-01,9.04,-0.00877192982456143
1912-03-01,9.3,0.028761061946902755
1912-04-01,9.59,0.03118279569892457
1912-05-01,9.58,-0.0010427528675703845
1912-06-01,9.58,0.0
1912-07-01,9.59,0.0010438413361169019
1912-08-01,9.81,0.02294056308654846
1912-09-01,9.86,0.0050968399592252744
1912-10-01,9.84,-0.0020283975659228792
1912-11-01,9.73,-0.011178861788617822
1912-12-01,9.38,-0.03597122302158273
1913-01-01,9.3,-0.008528784648187626
1913-02-01,8.97,-0.03548387096774197
1913-03-01,8.8,-0.018952062430323324
1913-04-01,8.79,-0.001136363636363824
1913-05-01,8.55,-0.027303754266211455
1913-06-01,8.12,-0.05029239766081883
1913-07-01,8.23,0.013546798029556717
1913-08-01,8.45,0.02673147023086253
1913-09-01,8.53,0.00946745562130169
1913-10-01,8.26,-0.03165298944900352
1913-11-01,8.05,-0.025423728813559254
1913-12-01,8.04,-0.001242236024844967
1914-01-01,8.37,0.04104477611940305
1914-02-01,8.48,0.0131421744324971
1914-03-01,8.32,-0.018867924528301883
1914-04-01,8.12,-0.024038461538461675
1914-05-01,8.17,0.006157635467980427
1914-06-01,8.13,-0.004895960832313251
1914-07-01,7.68,-0.055350553505535194
1914-08-01,7.68,0.0
1914-09-01,7.68,0.0
1914-10-01,7.68,0.0
1914-11-01,7.68,0.0
1914-12-01,7.35,-0.04296875
1915-01-01,7.48,0.017687074829932037
1915-02-01,7.38,-0.013368983957219305
1915-03-01,7.57,0.0257452574525745
1915-04-01,8.14,0.07529722589167775
1915-05-01,7.95,-0.023341523341523396
1915-06-01,8.04,0.011320754716980908
1915-07-01,8.01,-0.003731343283582045
1915-08-01,8.35,0.0424469413233457
1915-09-01,8.66,0.037125748502994105
1915-10-01,9.14,0.05542725173210172
1915-11-01,9.46,0.03501094091903734
1915-12-01,9.48,0.0021141649048626032
1916-01-01,9.33,-0.015822784810126667
1916-02-01,9.2,-0.01393354769560562
1916-03-01,9.17,-0.003260869565217317
1916-04-01,9.07,-0.010905125408942173
1916-05-01,9.27,0.022050716648291058
1916-06-01,9.36,0.009708737864077666
1916-07-01,9.23,-0.013888888888888729
1916-08-01,9.3,0.007583965330444142
1916-09-01,9.68,0.04086021505376336
1916-10-01,9.98,0.030991735537190257
1916-11-01,10.21,0.023046092184368705
1916-12-01,9.8,-0.04015670910871694
1917-01-01,9.57,-0.0234693877551021
